,Lyrics,Artist,Song
1380,"[""Oh damn, oh damn, oh damn\nI'm so perplexed\nWith just one breath, I'm locked in\nOh damn, oh damn, oh damn\nI'm so perplexed\nOn that, it's almost shocking\nI know, I know you know you're scared\nYour heart, your mind, your soul, your body\nThey won't, they won't, they won't be careful\nBut I guess that you don't know me"", ""Cause if I want you, and I want you, babe\nAin't going backwards, won't ask for space\nCause space is just a word made up by someone who's afraid to get too..."", ""Close, ooh\nOh, so close, ooh\nI want you close, ooh\nCause space is just a word made up by someone who's afraid to get close, ooh\nOh, so close, ooh\nI want you close, ooh\nOh, I want you close, and close ain't close enough, no"", ""Oh man, oh man\nI am not really known for ever being speechless\nBut now, but now somehow\nMy words roll off my tongue right onto your lips, oh\nI'm keeping cool while you keep smiling\nSaying all the things I'm thinking\nOh man, oh man\nI am like you so I want proof of what you're feeling"", ""Cause if I want you, and I want you, babe\nAin't going backwards, won't ask for space\nCause space is just a word made up by someone who's afraid to get too..."", ""Close, ooh\nOh, so close, ooh\nI want you close, ooh\nCause space was just a word made up by someone who's afraid to get close, ooh\nOh, so close, ooh\nI want you close, ooh\nOh, I want you close, and close ain't close enough, no"", ""Cause if I want you, and I want you, babe\nAin't going backwards, won't ask for space\nCause space was just a word made up by someone who's afraid to get too... close"", ""Close, ooh\nOh, so close, ooh\nI want you close, ooh\nCause space was just a word made up by someone who's afraid to get close, ooh\nOh, so close, ooh\nI want you close, ooh\nOh, I want you close, and close ain't close enough, no\nOh, I want you close, and close ain't close enough, no""]",Nick Jonas feat. Tove Lo,Close
1381,"[""Hold, hold on, hold onto me\n'Cause I'm a little unsteady\nA little unsteady\nHold, hold on, hold onto me\n'Cause I'm a little unsteady\nA little unsteady"", ""Mama, come here\nApproach, appear\nDaddy, I'm alone\n'Cause this house don't feel like home"", ""If you love me, don't let go\nWhoa, if you love me, don't let go"", ""Hold, hold on, hold onto me\n'Cause I'm a little unsteady\nA little unsteady\nHold, hold on, hold onto me\n'Cause I'm a little unsteady\nA little unsteady"", ""Mother, I know\nThat you're tired of being alone\nDad, I know you're trying\nTo fight when you feel like flying"", ""But if you love me, don't let go\nWhoa, if you love me, don't let go"", ""Hold, hold on, hold onto me\n'Cause I'm a little unsteady\nA little unsteady\nHold, hold on, hold onto me\n'Cause I'm a little unsteady\nA little unsteady"", ""Hold, hold on, hold onto me\n'Cause I'm a little unsteady\nA little unsteady""]",X Ambassadors,Unsteady
1382,"[""I torture you\nTake my hand through the flames\nI torture you\nI'm a slave to your games\nI'm just a sucker for pain"", ""I wanna chain you up\nI wanna tie you down\nI'm just a sucker for pain"", ""I'm a sucker for pain\nI got the squad tatted on me from my neck to my ankles\nPressure from the man got us all in rebellion\nWe gon' go to war, yeah, without failure"", ""Do it for the fam, dog, ten toes down, dog\nLove and the loyalty that's what we stand for\nAlienated by society, all this pressure give me anxiety"", ""Walk slow through the fire\nLike, who gon' try us?\nFeeling the world go against us\nSo we put the world on our shoulder"", ""I torture you\nTake my hand through the flames\nI torture you\nI'm a slave to your games\nI'm just a sucker for pain"", ""I wanna chain you up\nI wanna tie you down\nI'm just a sucker for pain"", ""I been at it with my homies\nit don't matter, you don't know me\nI been rolling with my team, we the illest on the scene\nI been riding 'round the city with my squad\nI been riding 'round the city with my squad"", ""We just posted, getting crazy, living like this is so amazing\nHold up take a step back, when we roll up, cause I know what\nWe been loyal, we been fam, we the ones you trust in\nWon't hesitate to go straight to your head like a concussion"", ""I know I been busting, no discussion for my family\nNo hesitation, through my scope I see my enemy\nLike what's up? Hold up, we finna re-load up\nYes I re-load up, I know what up, I know what up"", ""I torture you\nTake my hand through the flames\nI torture you\nI'm a slave to your games\nI'm just a sucker for pain"", ""I wanna chain you up\nI wanna tie you down\nI'm just a sucker for pain"", ""I'm devoted to destruction\nA full dosage of detrimental dysfunction\nI'm dying slow but the devil tryna rush me\nSee I'm a fool for pain, I'm a dummy\nMight cut my head off right after I slit my throat\nTongue kiss a shark, got jealous bitches up in the boat\nEating peanut butter and jelly fishes on toast\nAnd if I get stung I get stoked, might choke\nLike I chewed a chunk of charcoal\nNaked in the North Pole\nThat's why my heart cold, full of sorrow, the lost soul\nAnd only Lord knows when I'm coming to the crossroads\nSo I don't fear sh! t but tomorrow"", ""And I'm a sucker for pain, it ain't nothing but pain\nYou just fvcking complain, you ain't tough as you claim\nJust stay up in your lane, just don't fvck with Lil Wayne\nI'mma jump from a plane or stand in front of a train"", ""Cause I'm a sucker for pain\nUsed to doing bad, now we feel like we just now getting it\nAin't got no other way so we started and finished it"", 'No pain, no gain\nNever stand down, made our own way\nNever going slow, we pick up the pace\nThis is what we wanted from a young age', ""No emotion, that's what business is\nLord have mercy on the witnesses"", ""I torture you\nTake my hand through the flames\nI torture you\nI'm just a sucker for pain"", 'More pain\ngot me begging, begging, begging, begging, begging, begging\nfor more pain\ngot me begging, begging, begging, begging, begging, begging\nfor more pain\ngot me begging, begging, begging, begging, begging, begging\nfor more pain']","Lil Wayne, Wi",Sucker For Pain
1383,"['We all sip the Henny for the day baby\nBodmon, we no stray baby\nOops I done fell for your way baby\nI know girl but, everyone falls...', 'And I know from the first time, the first time\nI seen your love, you got me baby\nEven though girl I know that I will fall for you\nYou got to know that everyone falls\nOops I done fell so deep baby\nOops I want you for me baby\nOops I want you for me baby\nOops I done fell so deep cause...', ""Everyone falls in love sometimes\nI don't know 'bout you but it ain't a crime\nIf you let me love you, love you, love you for long time baby\nIf you let me touch you, and if you let me love you 'til the morning, oh"", 'Mmm, ah, mmm, ah, mmm, if you let me love you\nMmm, ah, mmm, ah, mmm, if you let me touch you\nMmm, ah, mmm, ah, mmm, if you let me love you\nMmm, ah, mmm, ah, mmm, if you let me touch you', ""We all sip that Henny for the day baby\nCome my, my way baby\nTop down on the highway baby\nAnd if you let me love you\nShawty she don't even got a visa\nOut of town, one night teaser\nNeed to tell them other niggas ease up\nI'm falling but everyone falls"", ""And I know from the first time, the first time\nI seen your love, you got me baby\nEven though girl I know that I will fall for you\nYou got to know that everyone falls\nOops I done fell too deep baby\nOops I think you got me baby\nOops I want you for me baby\nI'm fallin' but\n(But everyone falls...)"", ""Everyone falls in love sometimes\nI don't know 'bout you but it ain't a crime\nIf you let me love you, love you, love you for long time baby\nIf you let me touch you, and if you let me love you 'til the morning, oh"", 'Mmm, ah, mmm, ah, mmm, if you let me love you\nMmm, ah, mmm, ah, mmm, if you let me touch you\nMmm, ah, mmm, ah, mmm, if you let me love you\nMmm, ah, mmm, ah, mmm', ""And if you want me\nAnd if you let me love you now\nIt's true what I need\nIs someone for love me right now\nIt's true I'm a freak\nIt's time to love you now\nAnd if you want me\nI'm falling"", ""Everyone falls in love sometimes\nI don't know 'bout you but it ain't a crime\nIf you let me love you, love you, love you for long time baby\nIf you let me touch you, and if you let me love you 'til the morning, oh"", 'Mmm, ah, mmm, ah, mmm, if you let me love you\nMmm, ah, mmm, ah, mmm, if you let me touch you\nMmm, ah, mmm, ah, mmm, if you let me love you\nMmm, ah, mmm, ah, mmm, if you let me love you, yeah']",Tory Lanez,Luv
1384,"[""(Sorry) I ain't sorry\n(Sorry) I ain't sorry\nI ain't sorry, nigga, nah\n(Sorry) I ain't sorry\n(Sorry) I ain't sorry\nI ain't sorry"", ""He trying to roll me up (I ain't sorry)\nI ain't picking up (I ain't sorry)\nHeaded to the club (I ain't sorry)\nI ain't thinking 'bout you (I ain't sorry)"", ""Me and my ladies sip my D'USSÃ\x89 cup\nI don't give a fuck, chucking my deuces up\nSuck on my balls, pause, I had enough\nI ain't thinking 'bout you\nI ain't thinking 'bout ('bout)"", ""Middle fingers up, put them hands high\nWave it in his face, tell him, boy, bye\nTell him, boy, bye... boy bye...\nMiddle fingers up\nI ain't thinking 'bout you (sorry)"", ""I ain't sorry (sorry)(you)\nI ain't sorry (you)\nI ain't sorry\nI ain't thinking 'bout you (nigga, nah, sorry)\nI ain't sorry (ain't sorry)\nI ain't sorry, I ain't sorry, no no, hell nah"", ""Now you want to say you're sorry\nNow you want to call me crying\nNow you gotta see me wilding\nNow I'm the one that's lying\nAnd I don't feel bad about it\nIt's exactly what you get\nStop interrupting my grinding"", ""I ain't thinking 'bout you, sorry (interrupting my grinding)\n(I ain't sorry) I ain't thinking 'bout you\nI ain't thinking 'bout you (sorry)\n(I ain't sorry) I ain't thinking 'bout you\nI ain't thinking 'bout you"", ""Middle fingers up, put them hands high\nWave it in his face, tell him, boy, bye\n(Bye) Tell him, boy, bye (bye)... boy bye...\n(Bye) Middle fingers up\nI ain't thinking 'bout you (sorry)"", ""I ain't sorry (I ain't sorry)\nI ain't sorry (I ain't sorry)\nI ain't sorry (I ain't sorry), nigga, nah\nI ain't sorry, I ain't sorry\nI ain't sorry, no no, hell nah"", ""Looking at my watch, he shoulda been home\nToday I regret the night I put that ring on\nHe always got them fucking excuses\nI pray to the Lord you reveal what his truth is\nI left a note in the hallway\nBy the time you read it, I'll be far away...\nI'm far away...\nBut I ain't fucking with nobody\nLet's have a toast to the good life\nSuicide before you see this tear fall down my eyes\nMe and my baby, we gon' be alright\nWe gon' live a good life\nBig homie better grow up (grow up)\nMe and my whoadies 'bout to stroll up (stroll up)\nI see them boppers in the corner\nThey sneaking out the back door\nHe only want me when I'm not there (not there)\nHe better call Becky with the good hair..."", 'He better call Becky with the good hair']",Beyonce,Sorry
1385,"[""And I know she'll be the death of me, at least we'll both be numb\nAnd she'll always get the best of me, the worst is yet to come\nBut at least we'll both be beautiful and stay forever young\nThis I know, yeah, this I know"", 'She told me, ""Don\'t worry about it""\nShe told me, ""Don\'t worry no more""\nWe both know we can\'t go without it\nShe told me you\'ll never be in love, oh, oh, woo', ""I can't feel my face when I'm with you\nBut I love it, but I love it, oh"", ""I can't feel my face when I'm with you\nBut I love it, but I love it, oh\nAnd I know she'll be the death of me, at least we'll both be numb\nAnd she'll always get the best of me, the worst is yet to come"", 'All the misery was necessary when we\'re deep in love\nThis I know, girl, I know\nShe told me, ""Don\'t worry about it""\nShe told me, ""Don\'t worry no more""', ""We both know we can't go without it\nShe told me you'll never be in love, oh, oh, woo"", ""I can't feel my face when I'm with you\nBut I love it, but I love it, oh"", ""I can't feel my face when I'm with you\nBut I love it, but I love it, oh\nI can't feel my face when I'm with you\nBut I love it, but I love it, oh"", 'I can\'t feel my face when I\'m with you\nBut I love it, but I love it, oh\nShe told me, ""Don\'t worry about it""\nShe told me, ""Don\'t worry no more""\nWe both know we can\'t go without it\nShe told me you\'ll never be in love, oh, oh, woo\nI can\'t feel my face when I\'m with you\nBut I love it, but I love it, oh\nI can\'t feel my face when I\'m with you\nBut I love it, but I love it, oh']",Weeknd,Can’t Feel My Face
1386,"['Drink from me, drink from me (oh-ah)\nShoot across the sky (pour on a symphony)\nSo high, so high (you said)\nThat we shoot across the sky', ""Drink from me, drink from me (ah, oh-ah, oh-ah)\nThat we shoot across the sky (now I'm feeling drunk and high)\nSymphony (so high, so high)\nThat we shoot across the sky"", 'Oh, angel sent from up above\nYou know you make my world light up\nWhen I was down, when I was hurt\nYou came to lift me up', ""Life is a drink, and love's a drug\nOh, now I think I must be miles up\nWhen I was a river dried up\nYou came to rain a flood"", 'You said, ""drink from me, drink from me""\nWhen I was so thirsty\nPour on a symphony\nNow I just can\'t get enough', ""Put your wings on me, wings on me\nWhen I was so heavy\nPour on a symphony\nWhen I'm low, low, low, low"", ""Ah, oh-ah, oh-ah\nGot me feeling drunk and high\nSo high, so high\nOh-ah, oh-ah, oh-ah\nNow I'm feeling drunk and high\nSo high, so high (wooh!)"", 'Wooh-ooh-ooh-ooh-ooh\nWooh-ooh, ooh-ooh', ""Oh, angel sent from up above\nI feel you coursing through my blood\nLife is a drink, and your love's about\nTo make the stars come out"", ""Put your wings on me, wings on me\nWhen I was so heavy\nPour on a symphony\nWhen I'm low, low, low, low"", ""Ah, oh-ah, oh-ah\nGot me feeling drunk and high\nSo high, so high\nOh-ah, oh-ah, oh-ah\nNow I'm feeling drunk and high\nSo high, so high"", ""Ah, oh-ah, oh-ah\nLa la la la la la la\nSo high, so high\nAh, oh-ah, oh-ah\nNow I'm feeling drunk and high\nSo high, so high"", 'That we shoot across the sky\nThat we shoot across the...\nThat we shoot across the sky\nThat we shoot across the...\nThat we shoot across the sky\nThat we shoot across the...\nThat we shoot across the sky\nThat we shoot across the...']",Coldplay,Hymn For The Weekend
1387,"[""Just keepin' it honest\nYou wouldn't want a young nigga if I wasn't whippin' this foreign\nThat's why I came back, top down"", 'You gon have to do more than just (say it)\nYou gon have to do less when you (do it)\nLil mama you know I (show it)\nAlways want you to (prove it)\nYou gon have to do more than just (say it)\nYou gon have to do less when you (do it)\nLil mama you know I (show it)\nSo you gon need to more than just (prove it)', 'And you know, you know\nAnd you know, in this foreign car let it go\nAnd you know, you know\nAnd you know, in this foreign car let you know', ""But I'm not sure that you want me\nBut I now know\nYou know I know that this ain't right\nCause you want me cause I got dough\nEver since you walked in inside my foreign, slam my door\nYou know I know that you been on it\nBut I been on it, on the low"", ""So let a young nigga get down on it, yeah\nLove when you spin round on it, yeah\nEven though a young nigga want you\nShawty I promise the truth\nAnd when I come down on it, yeah\nYou love when I'm down on it, yeah\nFuck around, spend time on it, yeah\nThat's why I came back top down"", 'You gon have to do more than just (say it)\nYou gon have to do less when you (do it)\nLil mama you know I (show it)\nAlways want you to (prove it)\nYou gon have to do more than just (say it)\nYou gon have to do less when you (do it)\nLil mama you know I (show it)\nSo you gon need to more than just (prove it)', 'And you know, you know\nAnd you know, in this foreign car let it go\nAnd you know, you know\nAnd you know, in this foreign car let you know', ""Gots to break it down for you to let you know\nYou know it's things you know I'm down for\nAin't goin' act like you ain't bout\nMy door you know ain't open girl you know I'm down for\nTake your time to find you out\nWon't hesitate to take the time to waste no baby\nBringin' out the foreign out to play\nYou know it's things it takes"", ""So let a young nigga get down on it, yeah\nLove when you spin round on it, yeah\nEven though a young nigga want you\nAnd when I come down on it, yeah\nYou love when I'm down on it, yeah\nFuck around, spend time on it, yeah\nThat's why I came back top down"", 'You gon have to do more than just (say it)\nYou gon have to do less when you (do it)\nLil mama you know I (show it)\nAlways want you to (prove it)\nYou gon have to do more than just (say it)\nYou gon have to do less when you (do it)\nLil mama you know I (show it)\nSo you gon need to more than just (prove it)', 'And you know, you know\nAnd you know, in this foreign car let it go\nAnd you know, you know\nAnd you know, in this foreign car let you know', ""Say it baby, do it baby\nShow it baby, prove it baby\nSay it baby, do it baby\nShow it baby, prove it baby\nAll I'm tryin' say\nI just wanna see your body move in different ways\nAll I wanna do is, come close to you\nYou make me come thru, I get so close to you""]",Tory Lanez,Say It
1388,"[""Don't you open up that window\nDon't you let out that antidote\nPoppin' pills is all we know\nIn the hills is all we know (Hollywood!)\nDon't go through the front door (Through the back!)\nIt's lowkey at the night show\nSo don't you open up that window\nDon't you let out that antidote\nParty on a Sunday (That was fun!)\nDo it all again on Monday (One more time!)\nSpent a check on a weekend (Oh my God!)\nI might do it all again (That's boss shit)\nI just hit a three peat\nFucked three hoes I met this week (Robert Horry!)\nI don't do no old hoes (Oh, no, no!)\nMy nigga, that's a no-no (Straight up!)\nShe just want the coco (Cocaina!)\nI just want dinero\nWho that at the front door?\nIf it's the feds, oh-no-no-no (Don't let 'em in, shhh)\nDon't you open up that window\nDon't you let out that antidote\nPoppin' pills is all we know\nIn the hills is all we know (Hollywood!)\nDon't go through the front door (In the back!)\nIt's lowkey at the night show\nAt the night show\nAt the night show (Higher)\nAt the night show\nAt the night show (Get lit my nigga)\nAt the night show\nAnything can happen at the night show\nEverything can happen at the night show\nAt the night show\nAnything can happen at the night show\nAt the night show\nYour bitch not at home, she at the night show\nFuckin' right, ho\nHad to catch a flight for the night show\nLet's get piped though\nBottles got us right though, we ain't sippin' light though\nI ain't got no type though\nOnly got one night though, we can do it twice though\nIt's lit at the night show\nAt the night show\nAt the night show\nAt the night show\nAt the night show\nAt the night show\nAt the night show\nAnything can happen at the night show\nStackin' up day to day\nYoung nigga you know you gotta go get it, go get it, my nigga\nThey hatin', they stinkin', they waitin'\nDon't be mistaken, we dyin', they stayin'\nLord I'm on fire they think that I'm Satan\nCallin' me crazy on different occasions\nKickin' the cameraman off of my stages\nCause I don't like how he snappin' my angles\nI'm overboard and I'm over-impatient\nOver my niggas and these kids my ages\nDealin' with Mo' shit that's more complicated\nLike these two bitches that might be related\nH-Town, you got one and you Bun B like a number one\nIt's late night, got a late show\nIf you wanna roll, I got a place where...\nPoppin' pills is all we know\nIn the hills is all we know (Hollywood!)\nDon't go through the front door (Through the back!)\nIt's lowkey at the night show\nSo don't you open up that window\nDon't you let out that antidote""]",Travis Scott,Antidote
1389,"['There was a time when I was alone\nNowhere to go and no place to call home\nMy only friend was the man in the moon\nAnd even sometimes he would go away, too', 'Then one night, as I closed my eyes\nI saw a shadow flying high\nHe came to me with the sweetest smile\nTold me he wanted to talk for awhile\nHe said, ""Peter Pan, that\'s what they call me\nI promise that you\'ll never be lonely,"" and ever since that day', 'I am a lost boy from Neverland\nUsually hanging out with Peter Pan\nAnd when we\'re bored we play in the woods\nAlways on the run from Captain Hook\n""Run, run, lost boy,"" they say to me\nAway from all of reality', 'Neverland is home to lost boys like me\nAnd lost boys like me are free\nNeverland is home to lost boys like me\nAnd lost boys like me are free\nHe sprinkled me in pixie dust and told me to believe\nBelieve in him and believe in me\nTogether we will fly away in a cloud of green\nTo your beautiful destiny\nAs we soared above the town that never loved me\nI realized I finally had a family\nSoon enough we reached Neverland\nPeacefully my feet hit the sand\nAnd ever since that day', 'I am a lost boy from Neverland\nUsually hanging out with Peter Pan\nAnd when we\'re bored we play in the woods\nAlways on the run from Captain Hook\n""Run, run, lost boy,"" they say to me\nAway from all of reality', 'Neverland is home to lost boys like me\nAnd lost boys like me are free\nNeverland is home to lost boys like me\nAnd lost boys like me are free', 'Peter Pan, Tinkerbell, Wendy Darling\nEven Captain Hook, you are my perfect story book\nNeverland, I love you so\nYou are now my home sweet home\nForever a lost boy at last', 'Peter Pan, Tinkerbell, Wendy Darling\nEven Captain Hook, you are my perfect story book\nNeverland, I love you so\nYou are now my home sweet home\nForever a lost boy at last', 'And for always I will say', 'I am a lost boy from Neverland\nUsually hanging out with Peter Pan\nAnd when we\'re bored we play in the woods\nAlways on the run from Captain Hook\n""Run, run, lost boy,"" they say to me\nAway from all of reality', 'Neverland is home to lost boys like me\nAnd lost boys like me are free\nNeverland is home to lost boys like me\nAnd lost boys like me are free']",Ruth B,Lost Boy
1390,"[""I've been here all night (Ariana)\nI've been here all day (Nicki Minaj)\nAnd boy, got me walkin' side to side..."", ""(Let them hoes know) I'm talkin' to ya\nSee you standing over there with your body\nFeeling like I wanna rock with your body\nAnd we don't gotta think 'bout nothin' ('bout nothin')\nI'm comin' at ya\nCause I know you got a bad reputation\nDoesn't matter, 'cause you give me temptation\nAnd we don't gotta think 'bout nothin' ('bout nothin')"", ""These friends keep talkin' way too much\nSay I should give you up\nCan't hear them, no, cause I-I-I-I-I-I..."", ""I've been here all night...\nI've been here all day...\nAnd boy, got me walkin' side to side\nI've been here all night...\nI've been here all day...\nAnd boy, got me walkin' side to side (side to side)"", ""Been tryna hide it\nBaby, what's it gonna hurt if they don't know?\nMakin' everybody think that we solo\nJust as long as you know you got me (you got me)\nAnd boy I got ya\nCause tonight I'm making deals with the devil\nAnd I know it's gonna get me in trouble\nJust as long as you know you got me"", ""These friends keep talkin' way too much\nSay I should give you up\nCan't hear them, no, cause I-I-I-I-I-I..."", ""I've been here all night...\nI've been here all day...\nAnd boy, got me walkin' side to side (side to side)\nI've been here all night (been here all night, baby)\nI've been here all day (been here all day, baby)\nAnd boy, got me walkin' side to side (side to side)"", 'This the new style with the fresh type of flow\nWrist icicle, ride dick, bicycle\nCome through yo, get you this type of blow\nIf you wanna Minaj, I got a tricycle', ""All these bitches' flows is my mini-me\nBody smoking, so they call me Young Nicki Chimney\nRappers in they feelings cause they feelin' me\nUh, I-I give zero fucks and I got zero chill in me\nKissing me, copped the blue box that say Tiffany\nCurry with the shot, just tell 'em to call me Stephanie\nGun pop and I make my gum pop\nI'm the queen of rap, young Ariana run pop"", ""These friends keep talkin' way too much\nSay I should give you up\nCan't hear them, no, cause I-I-I-I-I-I..."", ""I've been here all night (been here all night, baby)\nI've been here all day (been here all night, baby)\nAnd boy, got me walkin' side to side (side to side)\nI've been here all night (been here all night, baby)\nI've been here all day (been here all day, oh baby)\nBoy, got me walkin' side to side (side to side)"", 'This the new style with the fresh type of flow\nWrist icicle, ride dick bicycle\nCome through yo, get you this type of blow\nIf you wanna Minaj, I got a tricycle']",Ariana Grande feat. Nicki Minaj,Side To Side
1391,"[""Could dress up, to get love\nBut guess what?\nI'm never gonna be that girl\nWho's living in a Barbie world"", ""Could wake up, and make up, and play dumb\nPretending that I need a boy\nWho's gonna treat me like a toy"", ""And all the other girls wanna wear expensive things, and diamond rings\nBut I don't wanna be the puppet that you're playing on a string\nThis queen don't need a king"", ""Oh, I don't know what you've been told\nBut this gal right here's gonna rule the world\nYeah, that's where I'm gonna be because I wanna be\nNo, I don't wanna sit still, look pretty"", ""You get off on a 9 to 5\nDream of picket fences and trophy wives\nBut no, I'm never gonna be 'cause I don't wanna be\nNo, I don't wanna sit still look pretty"", ""You get off on a 9 to 5\nDream of picket fences and trophy wives\nBut no, I'm never gonna be 'cause I don't wanna be\nNo, I don't wanna sit still look pretty"", 'Mr. Right could be nice, for one night\nBut then he wanna take control\nAnd I would rather fly solo', ""Then Snow White\nShe did it right in her life\nHad 7 men to do the chores\n'Cause that's not what a lady's for"", ""The only thing that a boy's gonna give a girl for free's captivity\nAnd I might love me some vanilla but I'm not that sugar sweet\nCall me HBIC"", ""Oh, I don't know what you've been told\nBut this gal right here's gonna rule the world\nYeah, that's where I'm gonna be, because I wanna be\nNo, I don't wanna sit still, look pretty"", ""You get off on a 9 to 5\nDream of picket fences and trophy wives\nBut no, I'm never gonna be, 'cause I don't wanna be\nNo, I don't wanna sit still look pretty"", ""Sure I'm a pretty girl up in a pretty world\nBut they say pretty hurts\nAnd I don't wanna sit still\nI'm a pretty girl up in a pretty world\nBut no, I won't sit still, look pretty"", ""Sure I'm a pretty girl up in a pretty world\nBut they say pretty hurts\nAnd I don't wanna sit still\nI'm a pretty girl up in a pretty world\nBut no, I won't sit still, look pretty"", ""Oh, I don't know what you've been told\nBut this gal right here's gonna rule the world\nYeah, that's where I'm gonna be because I wanna be\nNo, I don't wanna sit still, look pretty"", ""You get off on a 9 to 5\nDream of picket fences and trophy wives\nBut no, I'm never gonna be 'cause I don't wanna be\nNo, I don't wanna sit still look pretty"", ""Oh, I don't know what you've been told\nBut this gal right here's gonna rule the world\nYeah, that's where I'm gonna be because I wanna be\nNo, I don't wanna sit still, look pretty"", ""You get off on a 9 to 5\nDream of picket fences and trophy wives\nBut no, I'm never gonna be 'cause I don't wanna be\nNo, I don't wanna sit still, look pretty"", 'Sit still, look pretty\nSit still, look pretty\nSit still, look pretty\nSit still, look pretty']",Daya,"Sit Still, Look Pretty"
1392,"['He said, ""Let\'s get out of this town,\nDrive out of the city, away from the crowds.""\nI thought heaven can\'t help me now.\nNothing lasts forever, but this is gonna take me down', ""He's so tall and handsome as hell\nHe's so bad but he does it so well\nI can see the end as it begins\nMy one condition is"", ""Say you'll remember me standing in a nice dress,\nStaring at the sunset, babe\nRed lips and rosy cheeks\nSay you'll see me again\nEven if it's just in your wildest dreams, ah-ha, wildest dreams, ah-ha."", 'I said, ""No one has to know what we do, ""\nHis hands are in my hair, his clothes are in my room\nAnd his voice is a familiar sound,\nNothing lasts forever but this is getting good now', ""He's so tall and handsome as hell\nHe's so bad but he does it so well\nAnd when we've had our very last kiss\nMy last request he is"", ""Say you'll remember me standing in a nice dress,\nStaring at the sunset, babe\nRed lips and rosy cheeks\nSay you'll see me again\nEven if it's just in your wildest dreams, ah-ha, wildest dreams, ah-ha."", 'You see me in hindsight\nTangled up with you all night\nBurning it down\nSomeday when you leave me\nI bet these memories\nFollow you around', ""You'll see me in hindsight\nTangled up with you all night\nBurning it down\nSomeday when you leave me\nI bet these memories\nFollow you around"", ""Say you'll remember me standing in a nice dress,\nStaring at the sunset, babe\nRed lips and rosy cheeks\nSay you'll see me again\nEven if it's just pretend"", ""Say you'll remember me standing in a nice dress,\nStaring at the sunset, babe\nRed lips and rosy cheeks\nSay you'll see me again\nEven if it's just in your\n(just pretend, just pretend)\nwildest dreams, ah-ha,\nin your wildest dreams, ah-ha\nEven if it's just in your wildest dreams, ah-ha,\nin your wildest dreams, ah-ha.""]",Taylor Swift,Wildest Dreams
1393,"[""Staring at two different views on your window ledge\nCoffee has gone cold, it's like time froze\nThere you go wishing floating down our wishing well\nIt's like I'm always causing problems, causing hell\nI didn't mean to put you through this, I can tell\nWe're gonna sweep this under the carpet"", 'I hope that I can turn back the time\nTo make it all alright, all alright for us\nI promise to build a new world for us two\nWith you in the middle', '(with you in the middle)', ""(with you in the middle)\nLying down beside you what's going through your head?\nThe silence in the air felt like my soul froze\nAm I just overthinking feelings I can't say"", ""This gut feeling I'm tryna get off me as well\nI hope we find our missing pieces, I'm just sure\nWe're gonna sweep it under the carpet"", 'I hope that I can turn back the time\nTo make it all alright, all alright for us\nI promise to build a new world for us two\nWith you in the middle\n(with you in the middle)\n(with you in the middle)\n(with you)\n(you)']",DJ Snake feat. Bipolar Sunshine,Middle
1394,"['Oh\nOh oh oh, hey', ""It's a little dirty how the whole thing started\nI don't even really know what you intended\nThought that you were cute and you could make me jealous\nPoured it down, so I poured it down\nNext thing that I know I'm in the hotel with you\nYou were talking deep like it was mad love to you\nYou wanted my heart but I just liked your tattoos\nPoured it down, so I poured it down"", ""And now I don't understand it\nYou don't mess with love, you mess with the truth\nAnd I know I shouldn't say it\nBut my heart don't understand"", ""Why I got you on my mind\nWhy I got you on my mind\nWhy I got you on my mind\nWhy I got you on my mind (but my heart don't understand)\nWhy I got you on my mind\nWhy I got you on my mind\nWhy I got you on my mind\nWhy I got you on my mind, uh huh, uh huh, uh huh, uh huh"", ""I always hear, always hear them talking\nTalking 'bout a girl, 'bout a girl with my name\nSaying that I hurt you but I still don't get it\nYou didn't love me, no, not really\nWait, I could have really liked you\nI'll bet, I'll bet that's why I keep on thinking 'bout you\nIt's a shame (shame), you said I was good\nSo I poured it down, so I poured it down"", ""And now I don't understand it\nYou don't mess with love, you mess with the truth\nAnd I know I shouldn't say it\nBut my heart don't understand"", ""Why I got you on my mind\nWhy I got you on my mind\nWhy I got you on my mind\nWhy I got you on my mind (but my heart don't understand)\nWhy I got you on my mind (you think you know somebody)\nWhy I got you on my mind (you think you know somebody\nWhy I got you on my mind (you think you know somebody)\nWhy I got you on my mind"", ""You got yourself in a dangerous zone\n'Cause we both have the fear, fear of being alone"", ""And I still don't understand it\nYou don't mess with love, you mess with the truth\nAnd my heart don't understand it, understand it, understand it"", ""Why I got you on my mind (you think you know somebody)\nWhy I got you on my mind (you think you know somebody)\nWhy I got you on my mind (you think you know somebody)\nWhy I got you on my mind (but my heart don't understand)\nWhy I got you on my mind (you think you know somebody)\nWhy I got you on my mind (you think you know somebody)\nWhy I got you on my mind (you think you know somebody)\nWhy I got you on my mind (but my heart don't understand)\nWhy I got you on my mind (you think you know somebody)\nYou think you know somebody (why I got you on my mind)\nYou think you know somebody\nAh ah ah ah oh ah""]",Ellie Goulding,On My Mind
